id,height
section1_3648_1344,-0.24279835390946494
section1_128_704,-0.6954732510288065
section1_2624_256,0.2921810699588478
section1_2560_1280,1.9382716049382716
section1_4288_1792,-0.6954732510288065
section1_3328_1408,0.168724279835391
section1_3008_704,-0.03703703703703698
section1_0_0,-0.6954732510288065
section1_1920_576,-0.6954732510288065
section1_3776_3072,-0.6954732510288065
section1_2880_256,0.004115226337448618
section1_2944_2624,-0.6543209876543209
section1_704_2944,0.6625514403292182
section1_3392_2304,-0.6954732510288065
section1_960_512,-0.6954732510288065
section1_5376_2944,-0.6954732510288065
section1_1472_320,-0.6954732510288065
section1_3776_1856,-0.5308641975308641
section1_3904_2752,-0.6954732510288065
section1_3008_2560,-0.6954732510288065
section1_64_3392,-0.6954732510288065
section1_5632_704,-0.6954732510288065
section1_192_3520,0.2098765432098766
section1_3584_1600,-0.6954732510288065
section1_640_1664,0.6213991769547326
section1_4800_2880,-0.6954732510288065
section1_4416_1728,-0.6954732510288065
section1_5504_256,-0.6954732510288065
section1_4160_1664,-0.6954732510288065
section1_3840_512,0.168724279835391
section1_1152_1216,-0.6954732510288065
section1_5440_960,-0.6954732510288065
section1_5696_2816,-0.6954732510288065
section1_5184_2048,-0.6954732510288065
section1_3072_1152,-0.07818930041152257
section1_0_2240,-0.16049382716049376
section1_4032_960,-0.48971193415637854
section1_5632_2304,-0.6954732510288065
section1_5056_3008,-0.6954732510288065
section1_5760_3200,-0.6954732510288065
section1_4352_3328,-0.6954732510288065
section1_3712_1536,-0.28395061728395055
section1_2688_2496,-0.11934156378600817
section1_2944_2368,-0.07818930041152257
section1_1664_3392,-0.11934156378600817
section1_3648_1152,-0.6954732510288065
section1_1472_1536,2.3497942386831276
section1_1792_3456,-0.36625514403292175
section1_128_512,0.8683127572016461
section1_1920_2048,1.897119341563786
section1_512_1024,0.168724279835391
section1_3776_3264,-0.6954732510288065
section1_384_3008,-0.6954732510288065
section1_3008_1280,1.1152263374485596
section1_2944_2432,-0.36625514403292175
section1_2304_0,-0.6954732510288065
section1_3200_3328,-0.6954732510288065
section1_256_2048,3.1316872427983538
section1_3968_256,-0.3251028806584361
section1_2176_1600,2.2263374485596708
section1_3008_512,-0.6954732510288065
section1_2432_2752,0.5390946502057613
section1_1216_2944,2.432098765432099
section1_5632_512,-0.6954732510288065
section1_256_448,-0.40740740740740733
section1_640_1472,0.45679012345679015
section1_2112_1792,1.1563786008230452
section1_2112_768,-0.6954732510288065
section1_3392_2112,-0.3251028806584361
section1_5824_2496,-0.6954732510288065
section1_2304_3136,2.308641975308642
section1_960_704,-0.6954732510288065
section1_3456_1984,1.4444444444444444
section1_3072_1344,2.102880658436214
section1_5632_2112,-0.6954732510288065
section1_1600_3200,0.45679012345679015
section1_960_2944,1.2798353909465021
section1_4992_1088,-0.6954732510288065
section1_3840_2176,-0.6954732510288065
section1_2560_2560,-0.4485596707818929
section1_2432_640,-0.6954732510288065
section1_3840_704,2.3497942386831276
section1_4160_1472,-0.6954732510288065
section1_4352_448,-0.6131687242798353
section1_4416_2816,-0.6954732510288065
section1_1152_2496,1.6502057613168724
section1_1280_1472,-0.03703703703703698
section1_2176_1984,1.3209876543209877
section1_1408_64,-0.6954732510288065
section1_5184_256,-0.6954732510288065
section1_5696_1728,-0.6954732510288065
section1_2048_3456,-0.6954732510288065
section1_4992_3072,-0.6954732510288065
section1_128_1536,-0.24279835390946494
section1_4864_704,-0.6954732510288065
section1_1984_384,-0.16049382716049376
section1_3200_2624,0.374485596707819
section1_5440_1472,-0.6954732510288065
section1_3264_512,-0.4485596707818929
section1_4608_1536,-0.6954732510288065
section1_2112_2304,1.2386831275720165
section1_4544_768,-0.6954732510288065
section1_3328_1024,-0.40740740740740733
section1_2816_3456,2.432098765432099
section1_0_3200,0.374485596707819
section1_5184_3008,-0.6954732510288065
section1_2368_1152,2.0617283950617282
section1_4352_2368,-0.6954732510288065
section1_5760_2240,-0.6954732510288065
section1_5056_2048,-0.6954732510288065
section1_2560_512,-0.6954732510288065
section1_2240_2752,1.9794238683127572
section1_4352_2432,-0.6954732510288065
section1_3072_448,0.045267489711934214
